repo_name,file,repo_split,file_split,first_period_commits,second_period_commits
syncthing/syncthing-android,app/src/main/play/listings/de-DE/full-description.txt,Train,Train,1,
zephyrproject-rtos/zephyr,modules/hal_nordic/nrf_802154/CMakeLists.txt,Train,Test,1,
BelledonneCommunications/linphone,wrappers/csharp/CMakeLists.txt,Train,Train,1,
BelledonneCommunications/linphone,CMakeLists.txt,Train,Train,1,
mnot/redbot,requirements.txt,Train,Train,1,
Gabrielcarvfer/NS3,src/wifi/CMakeLists.txt,Train,Train,1,
jfitz/BASIC-1973,test/syntax/mat_plot_one_col/ref/stdout.txt,Train,Train,1,
BelledonneCommunications/linphone,wrappers/cpp/CMakeLists.txt,Train,Train,1,
zephyrproject-rtos/zephyr,cmake/reports/CMakeLists.txt,Train,Train,1,
ojrosten/sequoia,output/TestSummaries/Tests/TextProcessing/SubstitutionsFreeTest.txt,Test,Train,1,
palasthotel/grid-wordpress,public/readme.txt,Test,Train,2,
google/fhir,py/requirements.txt,Validation,Train,2,
lowRISC/ibex,python-requirements.txt,Validation,Train,2,
google/filament,libs/filamat/CMakeLists.txt,Train,Train,2,
AliceO2Group/AliceO2,Detectors/TPC/qc/CMakeLists.txt,Validation,Train,2,
LogtalkDotOrg/logtalk3,manuals/_sources/userman/predicates.rst.txt,Train,Train,2,
vmiklos/vmexam,libreoffice/odf.txt,Train,Train,2,
f-droid/fdroidclient,metadata/uk/changelogs/1013050.txt,Train,Train,2,
Tomash667/carpg,system/units.txt,Train,Train,2,
ElvisResearchGroup/L42,formal/6Typing.txt,Test,Train,2,
OGRECave/ogre,Components/Python/CMakeLists.txt,Train,Train,2,
AliceO2Group/AliceO2,Detectors/FIT/FT0/simulation/CMakeLists.txt,Validation,Train,2,
gnuradio/gnuradio,gr-digital/python/digital/bindings/CMakeLists.txt,Train,Train,2,
mattjlewis/diozero,diozero-core/src/main/resources/boarddefs/ti_am335x-bone.txt,Train,Test,2,
DavidAce/DMRG,docs/requirements.txt,Train,Train,2,
apache/commons-io,RELEASE-NOTES.txt,Train,Train,2,
GoogleCloudPlatform/python-docs-samples,run/django/requirements-test.txt,Train,Train,2,
TileDB-Inc/TileDB,test/benchmarking/src/CMakeLists.txt,Train,Train,2,
agdsn/pycroft,requirements.dev.txt,Train,Train,2,
w5292c/mcode,targets/avr/CMakeLists.txt,Train,Train,2,
KhronosGroup/SPIRV-Tools,source/reduce/CMakeLists.txt,Train,Train,2,
google/qkeras,requirements.txt,Train,Train,2,
f-droid/fdroidclient,metadata/en-US/changelogs/1013050.txt,Train,Test,2,
huggingface/transformers,examples/pytorch/question-answering/requirements.txt,Test,Train,2,
mmig/mmir-lib,CHANGELOG.txt,Train,Train,2,
rfmvh/perftool-testsuite,base_record/stderr-whitelist.txt,Train,Train,2,
shonumi/gbe-plus,src/docs/technical/GBC_IR.txt,Train,Test,2,
Tomash667/carpg,lang/en/dialogs.txt,Train,Train,2,
f-droid/fdroiddata,metadata/tk.elevenk.dailybread/es/summary.txt,Validation,Train,2,
savoirfairelinux/ring-daemon,CMakeLists.txt,Train,Validation,2,
flashrom/flashrom,meson_options.txt,Train,Test,2,
AliceO2Group/AliceO2,Detectors/FIT/FV0/base/CMakeLists.txt,Validation,Train,2,
huggingface/transformers,examples/pytorch/token-classification/requirements.txt,Test,Train,2,
gnuradio/gnuradio,gr-fft/lib/CMakeLists.txt,Train,Train,2,
zephyrproject-rtos/zephyr,drivers/ps2/CMakeLists.txt,Train,Train,2,
AliceO2Group/AliceO2,DataFormats/Detectors/ITSMFT/common/CMakeLists.txt,Validation,Train,2,
Azure/azure-sdk-for-python,sdk/core/azure-core/dev_requirements.txt,Train,Train,2,
Gabrielcarvfer/NS3,src/internet/CMakeLists.txt,Train,Train,2,
aws/aws-sdk-cpp,aws-cpp-sdk-core/CMakeLists.txt,Test,Train,2,
lightspeeddevelopment/wetu-importer,readme.txt,Train,Test,2,
sitespeedio/sitespeed.io,docs/_includes/version/pagexray.txt,Train,Train,2,
f-droid/fdroiddata,metadata/com.menny.android.anysoftkeyboard/ru/description.txt,Validation,Train,2,
spring-projects/spring-data-solr,src/main/resources/changelog.txt,Train,Train,2,
f-droid/fdroiddata,metadata/com.menny.android.anysoftkeyboard/es/description.txt,Validation,Train,2,
themanaworld/tmwa-server-data,world/map/npc/magic/level2-magic-knuckles.txt,Train,Train,2,
common-workflow-language/schema_salad,test-requirements.txt,Train,Test,2,
apache/spark,sql/core/src/test/resources/tpcds-plan-stability/approved-plans-modified/q68.sf100/simplified.txt,Train,Validation,2,
gnuradio/gnuradio,gr-channels/lib/CMakeLists.txt,Train,Train,2,
ohwgiles/laminar,CMakeLists.txt,Train,Train,2,
weechat/weechat,src/plugins/irc/CMakeLists.txt,Train,Validation,2,
f-droid/fdroidclient,metadata/he/changelogs/1013050.txt,Train,Train,2,
bloomberg/bde,groups/bdl/bdlde/doc/bdlde.txt,Train,Train,2,
huggingface/transformers,examples/pytorch/summarization/requirements.txt,Test,Train,2,
DFO-Ocean-Navigator/Ocean-Data-Map-Project,config/conda/navigator-spec-file.txt,Train,Train,2,
Tomash667/carpg,lang/pl/quests.txt,Train,Train,2,
AliceO2Group/AliceO2,Detectors/ZDC/raw/CMakeLists.txt,Validation,Train,2,
f-droid/fdroidclient,metadata/eo/changelogs/1013050.txt,Train,Train,2,
ojrosten/sequoia,output/TestSummaries/Tests/TestFramework/TestRunnerTestCreation.txt,Test,Train,2,
microsoft/TypeScript,tests/baselines/reference/parserSkippedTokens16.errors.txt,Train,Train,2,
huggingface/transformers,examples/pytorch/translation/requirements.txt,Test,Train,2,
apache/spark,sql/core/src/test/resources/tpcds-plan-stability/approved-plans-v2_7/q22.sf100/simplified.txt,Train,Train,2,
Tomash667/carpg,lang/pl/dialogs.txt,Train,Train,2,
miranda-ng/miranda-ng,tools/build_scripts/z2_PackPluginUpdater.txt,Train,Train,2,
qgis/QGIS,src/providers/gpx/CMakeLists.txt,Train,Train,2,
ankidroid/Anki-Android,docs/marketing/localized_description/marketdescription-ar.txt,Train,Train,2,
miranda-ng/miranda-ng,tools/build_scripts/bin15/z3_PackArchives.txt,Train,Test,2,
shavitush/bhoptimer,addons/sourcemod/translations/shavit-wr.phrases.txt,Train,Train,2,
x4dr/NossiNet,requirements.txt,Train,Validation,2,
f-droid/fdroiddata,metadata/org.fdroid.fdroid.privileged.ota/ro/description.txt,Validation,Train,2,
f-droid/fdroiddata,metadata/player.efis.data.eur.rus/en-US/summary.txt,Validation,Train,2,
zephyrproject-rtos/zephyr,arch/arm/core/aarch32/cortex_m/CMakeLists.txt,Train,Train,2,
gnuradio/gnuradio,gr-digital/include/gnuradio/digital/CMakeLists.txt,Train,Train,2,
MadManRises/Madgine,shared/codegen/CMakeLists.txt,Validation,Train,2,
Tomash667/carpg,system/dialogs.txt,Train,Train,2,
AliceO2Group/AliceO2,Steer/CMakeLists.txt,Validation,Train,2,
AliceO2Group/AliceO2,Common/SimConfig/CMakeLists.txt,Validation,Train,2,
f-droid/fdroidclient,metadata/zh-CN/changelogs/1013050.txt,Train,Train,2,
koxudaxi/BacklogPy,requirements.txt,Train,Train,2,
apache/spark,sql/core/src/test/resources/tpcds-plan-stability/approved-plans-v2_7/q22/simplified.txt,Train,Validation,2,
AliceO2Group/AliceO2,Framework/GUISupport/CMakeLists.txt,Validation,Train,2,
bazelbuild/rules_rust,util/fetch_shas_TARGETS.txt,Train,Train,2,
f-droid/fdroiddata,metadata/se.traffar.dot_race/es/summary.txt,Validation,Train,2,
hyrise/hyrise,third_party/CMakeLists.txt,Train,Train,2,
AliceO2Group/AliceO2,Detectors/Vertexing/CMakeLists.txt,Validation,Train,2,
f-droid/fdroiddata,metadata/com.menny.android.anysoftkeyboard/ro/description.txt,Validation,Train,2,
KhronosGroup/SPIRV-Tools,test/fuzz/CMakeLists.txt,Train,Train,2,
AliceO2Group/AliceO2,Detectors/FIT/FV0/CMakeLists.txt,Validation,Train,2,
nuclio/nuclio,pkg/processor/runtime/python/py/requirements/common.txt,Validation,Train,2,
f-droid/fdroiddata,metadata/com.menny.android.anysoftkeyboard/sv/description.txt,Validation,Train,2,
pypa/manylinux,docker/build_scripts/requirements-tools.txt,Train,Train,2,
googleapis/python-spanner,testing/constraints-3.6.txt,Train,Train,3,
dtamayo/reboundx,version.txt,Train,Train,3,
domainmod/domainmod,version.txt,Train,Test,3,
bloomberg/bde,groups/bal/balxml/doc/balxml.txt,Train,Train,3,
ARM-software/astc-encoder,Source/UnitTest/CMakeLists.txt,Train,Train,3,
zephyrproject-rtos/zephyr,arch/arm64/core/CMakeLists.txt,Train,Train,3,
elfmz/far2l,python/CMakeLists.txt,Train,Train,3,
opennetworkinglab/onos,pipelines/fabric/impl/src/main/resources/p4c-out/fabric-int/bmv2/default/p4info.txt,Train,Test,3,
AliceO2Group/AliceO2,DataFormats/Detectors/FIT/FT0/CMakeLists.txt,Validation,Train,3,
AliceO2Group/AliceO2,Detectors/ITSMFT/MFT/simulation/CMakeLists.txt,Validation,Train,3,
ELENA-LANG/elena-lang,doc/lang/faq.txt,Train,Train,3,
qgis/QGIS,src/providers/hana/CMakeLists.txt,Train,Train,3,
openbmc/phosphor-logging,meson_options.txt,Train,Train,3,
opennetworkinglab/onos,pipelines/fabric/impl/src/main/resources/p4c-out/fabric-spgw-int/bmv2/default/p4info.txt,Train,Train,3,
great-expectations/great_expectations,requirements-dev.txt,Train,Test,3,
slogan621/tscharts,apps/tsdashboard/releases/README.txt,Train,Train,3,
JetBrains/intellij-community,platform/platform-tests/testData/plugins/sort/ultimatePlugins.txt,Validation,Train,3,
GlukKazan/Dagaz,doc/games.txt,Test,Train,3,
languagetool-org/languagetool,languagetool-language-modules/en/src/main/resources/org/languagetool/rules/en/det_an.txt,Train,Train,3,
Gabrielcarvfer/NS3,src/core/CMakeLists.txt,Train,Train,3,
kpeeters/cadabra2,web2/CMakeLists.txt,Train,Train,3,
opennetworkinglab/onos,pipelines/fabric/impl/src/main/resources/p4c-out/fabric-spgw/bmv2/default/p4info.txt,Train,Train,3,
kaiyou/freeposte.io,core/admin/requirements.txt,Train,Validation,3,
morganbengtsson/mos,tests/CMakeLists.txt,Train,Train,3,
opennetworkinglab/onos,pipelines/fabric/impl/src/main/resources/p4c-out/fabric-bng/bmv2/default/p4info.txt,Train,Train,3,
mrf345/FQM,requirements/deploy.txt,Validation,Test,3,
Tomash667/carpg,lang/en/quests.txt,Train,Train,3,
PyPlanet/PyPlanet,requirements.txt,Train,Train,3,
AliceO2Group/AliceO2,Detectors/FIT/FT0/base/CMakeLists.txt,Validation,Train,3,
gradiuscypher/discord_gradiusbot,requirements.txt,Validation,Train,3,
qgis/QGIS,src/3d/CMakeLists.txt,Train,Train,3,
mrf345/FQM,requirements/main.txt,Validation,Train,3,
knossos-project/knossos,CMakeLists.txt,Train,Train,3,
Tomash667/carpg,system/quests.txt,Train,Train,3,
huggingface/transformers,examples/pytorch/language-modeling/requirements.txt,Test,Train,3,
AliceO2Group/AliceO2,Detectors/FIT/common/calibration/CMakeLists.txt,Validation,Train,3,
rncbc/synthv1,src/CMakeLists.txt,Train,Train,3,
AliceO2Group/AliceO2,Detectors/ITSMFT/MFT/macros/test/CMakeLists.txt,Validation,Train,3,
AliceO2Group/AliceO2,Detectors/FIT/FDD/simulation/CMakeLists.txt,Validation,Train,3,
EmilStenstrom/conllu,requirements-dev.txt,Train,Train,3,
qgis/QGIS,src/providers/grass/CMakeLists.txt,Train,Train,3,
qgis/QGIS,src/providers/db2/CMakeLists.txt,Train,Validation,3,
AliceO2Group/AliceO2,Detectors/FIT/FV0/macro/CMakeLists.txt,Validation,Train,3,
rehandalal/therapist,requirements.txt,Validation,Train,3,
moodle/moodle,user/upgrade.txt,Train,Train,3,
AliceO2Group/AliceO2,GPU/CMakeLists.txt,Validation,Train,3,
GNOME/glib,docs/reference/gobject/gobject-sections.txt,Train,Train,3,
Gabrielcarvfer/NS3,CMakeLists.txt,Train,Train,3,
ethereum/solidity,docs/requirements.txt,Train,Train,3,
opennetworkinglab/onos,pipelines/fabric/impl/src/main/resources/p4c-out/fabric/bmv2/default/p4info.txt,Train,Train,3,
vegastrike/Assets-Production,CMakeLists.txt,Train,Train,3,
spectralDNS/shenfun,docs/demos/SphereHelmholtz/sphericalhelmholtz.do.txt,Train,Train,3,
qgis/QGIS,tests/src/3d/CMakeLists.txt,Train,Train,3,
darglein/saiga,samples/opengl/CMakeLists.txt,Train,Train,3,
AliceO2Group/AliceO2,DataFormats/Detectors/FIT/FV0/CMakeLists.txt,Validation,Test,3,
f-droid/fdroiddata,metadata/com.menny.android.anysoftkeyboard/it/description.txt,Validation,Train,3,
opennetworkinglab/onos,pipelines/fabric/impl/src/main/resources/p4c-out/fabric-full/bmv2/default/p4info.txt,Train,Test,3,
w5292c/mcode,targets/avr-tv/CMakeLists.txt,Train,Test,3,
googleapis/python-bigtable,samples/hello/requirements.txt,Train,Train,3,
privacyidea/privacyidea,doc/requirements.txt,Train,Train,4,
LoyolaChicagoCS/coursedescriptions,requirements.txt,Train,Train,4,
calamares/calamares,src/modules/partition/CMakeLists.txt,Train,Train,4,
rncbc/drumkv1,src/CMakeLists.txt,Train,Train,4,
rncbc/samplv1,src/CMakeLists.txt,Train,Train,4,
ladybug-tools/honeybee,requirements.txt,Train,Train,4,
googleapis/synthtool,requirements.txt,Train,Train,4,
rncbc/padthv1,src/CMakeLists.txt,Train,Train,4,
qgis/QGIS,src/providers/oracle/CMakeLists.txt,Train,Train,4,
ojrosten/sequoia,TestMaterials/TestFramework/TestRunnerTestCreation/Prediction/FakeProject/output/io.txt,Test,Train,4,
googleapis/python-bigtable,samples/beam/requirements.txt,Train,Train,4,
buildbot/buildbot,requirements-cidb.txt,Train,Train,4,
zeromq/cppzmq,tests/CMakeLists.txt,Train,Test,4,
openstreetmap/osm2pgsql,CMakeLists.txt,Train,Train,4,
zephyrproject-rtos/zephyr,arch/arm/core/aarch32/CMakeLists.txt,Train,Train,4,
qgis/QGIS,tests/src/CMakeLists.txt,Train,Train,4,
EDDiscovery/EDDiscovery,EDDiscovery/Resources/Credits.txt,Train,Train,4,
qgis/QGIS,src/providers/pdal/CMakeLists.txt,Train,Train,4,
jpaulm/drawfbp,build/tmp/compileJava/source-classes-mapping.txt,Train,Train,4,
xenocrat/chyrp-lite,tools/triggers_list.txt,Train,Train,4,
google/iree,iree/compiler/Dialect/VM/Target/CMakeLists.txt,Train,Train,4,
wincent/corpus,doc/corpus.txt,Train,Validation,4,
KaliLab/optimizer,optimizer/new_test_files/hh_pas_surrogate/result_trace0.txt,Train,Train,4,
OpenChemistry/avogadrolibs,avogadro/qtplugins/overlayaxes/CMakeLists.txt,Train,Validation,4,
dwavesystems/dimod,docs/requirements.txt,Validation,Train,4,
Svalorzen/AI-Toolbox,src/CMakeLists.txt,Train,Train,4,
GerritCodeReview/gerrit,Documentation/linux-quickstart.txt,Test,Train,4,
AliceO2Group/AliceO2,Steer/DigitizerWorkflow/CMakeLists.txt,Validation,Train,4,
qgis/QGIS,src/native/CMakeLists.txt,Train,Train,4,
dorkster/flare-engine-next,mods/default/engine/languages.txt,Train,Train,4,
AliceO2Group/AliceO2,Framework/Utils/CMakeLists.txt,Validation,Train,4,
OpenChemistry/avogadrolibs,avogadro/qtplugins/scriptfileformats/CMakeLists.txt,Train,Train,5,
google/iree,iree/compiler/Dialect/VM/Transforms/test/CMakeLists.txt,Train,Train,5,
qgis/QGIS,src/auth/basic/CMakeLists.txt,Train,Train,5,
ARM-software/astc-encoder,Source/CMakeLists.txt,Train,Train,5,
SymbiFlow/symbiflow-arch-defs,quicklogic/qlf_k4n8/CMakeLists.txt,Train,Train,5,
AliceO2Group/AliceO2,Detectors/TRD/reconstruction/CMakeLists.txt,Validation,Train,5,
ElektraInitiative/libelektra,doc/help/CMakeLists.txt,Train,Test,5,
qgis/QGIS,src/auth/esritoken/CMakeLists.txt,Train,Train,5,
rboman/progs,sandbox/fortran/CMakeLists.txt,Train,Train,5,
qgis/QGIS,src/auth/identcert/CMakeLists.txt,Train,Train,5,
googleapis/python-bigtable,samples/metricscaler/requirements.txt,Train,Train,5,
qgis/QGIS,src/auth/pkipkcs12/CMakeLists.txt,Train,Train,5,
rehandalal/therapist,requirements-lint.txt,Validation,Train,5,
sippi90/chocolateyautomaticpackages,desktopok/legal/VERIFICATION.txt,Train,Train,5,
msteinbeck/tinyspline,test/c/CMakeLists.txt,Train,Train,5,
albertyw/git-browse,requirements-test.txt,Train,Train,5,
jeromerobert/hmat-oss,CMakeLists.txt,Train,Train,5,
qgis/QGIS,src/auth/pkipaths/CMakeLists.txt,Train,Train,5,
ojrosten/sequoia,TestMaterials/TestFramework/TestRunnerTestCreation/Prediction/FakeProject/TestSandbox/CMakeLists.txt,Test,Train,5,
ElektraInitiative/libelektra,src/tools/elektrad/CMakeLists.txt,Train,Train,5,
PowerDNS/pdns,.github/actions/spell-check/excludes.txt,Train,Train,5,
KhronosGroup/SPIRV-Cross,CMakeLists.txt,Train,Train,5,
sippi90/chocolateyautomaticpackages,telegram.portable/legal/VERIFICATION.txt,Train,Train,6,
kpeeters/cadabra2,core/packages/CMakeLists.txt,Train,Train,6,
mitodl/bootcamp-ecommerce,requirements.txt,Train,Validation,6,
buildbot/buildbot,requirements-master-docker-extras.txt,Train,Train,6,
sippi90/chocolateyautomaticpackages,telegram.install/legal/VERIFICATION.txt,Train,Train,6,
KaliLab/optimizer,optimizer/new_test_files/hh_pas_surrogate/stat_file.txt,Train,Train,7,
KaliLab/optimizer,optimizer/new_test_files/hh_pas_surrogate/ind_file.txt,Train,Train,7,
ObKo/stm32-cmake,examples/multi-core/CMakeLists.txt,Train,Train,7,
ObKo/stm32-cmake,examples/fetch-cmsis-hal/CMakeLists.txt,Train,Train,7,
singularityhub/sregistry,requirements.txt,Train,Train,7,
endurox-dev/endurox,atmitest/test086_tmqlimit/CMakeLists.txt,Train,Train,7,
ObKo/stm32-cmake,examples/fetch-cube/CMakeLists.txt,Train,Test,7,
ObKo/stm32-cmake,examples/custom-linker-script/CMakeLists.txt,Train,Train,7,
ObKo/stm32-cmake,examples/blinky-ll/CMakeLists.txt,Train,Train,7,
opensim-org/opensim-core,OpenSim/Moco/CMakeLists.txt,Train,Train,7,
dorkster/flare-engine-next,CREDITS.engine.txt,Train,Train,7,
ObKo/stm32-cmake,examples/template/CMakeLists.txt,Train,Train,7,
dorkster/flare-engine-next,mods/default/cutscenes/credits.txt,Train,Train,7,
EvilBeaver/OneScript,src/ScriptEngine.NativeApi/CMakeLists.txt,Train,Train,7,
peterbe/whatsdeployed,requirements.txt,Train,Train,7,
knyghtmare/War_of_Legends,documentations/CHANGELOG.txt,Train,Validation,7,
pacificclimate/pdp,test_requirements.txt,Train,Validation,8,
Tomash667/carpg,doc/readme_polish.txt,Train,Train,8,
esp8266/Arduino,platform.txt,Train,Train,8,
systemd/systemd,hwdb.d/ma-small.txt,Train,Train,8,
equalsraf/neovim-qt,CMakeLists.txt,Train,Train,8,
lloda/ra-ra,test/CMakeLists.txt,Train,Train,8,
systemd/systemd,hwdb.d/ma-medium.txt,Train,Validation,8,
Tomash667/carpg,doc/readme_english.txt,Train,Train,9,
isb-cgc/ISB-CGC-Webapp,requirements.txt,Train,Train,9,
Weasyl/weasyl,ci/site.config.txt,Train,Train,9,
ladybug-tools/honeybee,dev-requirements.txt,Train,Test,9,
zettsu-t/cPlusPlusFriend,cppFriendsBot_en.txt,Test,Train,9,
LogtalkDotOrg/logtalk3,manuals/_sources/userman/programming.rst.txt,Train,Train,10,
rochefort-lab/fissa,requirements.txt,Train,Train,10,
Svalorzen/AI-Toolbox,test/CMakeLists.txt,Train,Train,11,
rochefort-lab/fissa,requirements-dev.txt,Train,Train,11,
ObKo/stm32-cmake,examples/blinky/CMakeLists.txt,Train,Train,12,
msteinbeck/tinyspline,test/CMakeLists.txt,Train,Train,12,
endurox-dev/endurox,doc/manpage/CMakeLists.txt,Train,Train,12,
Tomash667/carpg,doc/changelog_polish.txt,Train,Validation,13,
cnr-isti-vclab/nexus,src/nxsview/CMakeLists.txt,Train,Train,13,
Tomash667/carpg,doc/changelog_english.txt,Train,Train,13,
sobolevn/django-split-settings,docs/requirements.txt,Train,Train,14,
deepchem/deepchem,docs/requirements.txt,Train,Train,14,
cnr-isti-vclab/meshlab,src/common/CMakeLists.txt,Train,Train,15,
danforthcenter/plantcv,requirements.txt,Train,Train,17,
alphagov/digitalmarketplace-supplier-frontend,requirements.txt,Train,Train,18,
alphagov/digitalmarketplace-buyer-frontend,requirements.txt,Train,Train,19,
GerritCodeReview/gerrit,Documentation/user-review-ui.txt,Test,Train,20,
hosseinmoein/DataFrame,test/dataframe_tester_output.txt,Train,Test,24,
pacificclimate/pdp,requirements.txt,Train,Train,32,
zephyrproject-rtos/zephyr,tests/benchmarks/app_kernel/CMakeLists.txt,Train,Train,1,1
google/j2cl,transpiler/javatests/com/google/j2cl/readable/java/methodreferences/output_closure/MethodReferences$ArrayProducer$$LambdaAdaptor.impl.java.js.txt,Train,Train,1,1
